"","X1","Site","Subplot","SubplotID","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","X","group","dbh.class"
"2369",61,"UMBS",412,"D01E",701,"PIST",8,"L","UN","06/26/2018","labeled as outside plot bc tripod is not exactly at center",NA,"D","8-13"
"2370",62,"UMBS",412,"D01E",702,"QURU",30.9,"L","OD","06/26/2018","702-703 share base, labeled as outside plot bc tripod not at specific center",NA,"D","28-33"
"2371",63,"UMBS",413,"D01E",703,"QURU",47.2,"L","OD","06/26/2018","702-703 share base, 703 in new plot, labeled as outside plot bc tripod not at specific center",NA,"D","43-48"
"2372",64,"UMBS",412,"D01E",704,"QURU",24.8,"L","OD","06/26/2018","704-705 share base",NA,"D","23-28"
"2373",65,"UMBS",412,"D01E",705,"QURU",26.7,"L","OD","06/26/2018","704-705 share base",NA,"D","23-28"
"2374",66,"UMBS",412,"D01E",706,"PIST",10.1,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2375",67,"UMBS",412,"D01E",707,"QURU",26.2,"L","OD","06/26/2018",NA,NA,"D","23-28"
"2376",68,"UMBS",412,"D01E",708,"unknown",17.4,"D","UN","06/26/2018",NA,NA,"D","13-18"
"2377",69,"UMBS",412,"D01E",709,"QURU",29.2,"L","OD","06/26/2018","NW veg plot",NA,"D","28-33"
"2378",70,"UMBS",412,"D01E",710,"ACRU",20.5,"L","OD","06/26/2018",NA,NA,"D","18-23"
"2379",71,"UMBS",412,"D01E",711,"ACRU",8.6,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2380",72,"UMBS",412,"D01E",712,"QURU",14.2,"D","OS","06/26/2018","712 + 669 share base",NA,"D","13-18"
"2381",73,"UMBS",412,"D01E",713,"PIST",8.9,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2382",1,"UMBS",411,"D01W",582,"PIST",8.1,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2383",2,"UMBS",411,"D01W",583,"QURU",43.2,"L","OD","06/26/2018",NA,NA,"D","43-48"
"2384",3,"UMBS",411,"D01W",584,"PIST",9.1,"L","OS","06/26/2018","reading taken below DBH",NA,"D","8-13"
"2385",4,"UMBS",411,"D01W",585,"QURU",10.2,"M","UN","06/26/2018",NA,NA,"D","8-13"
"2386",5,"UMBS",411,"D01W",586,"PIST",8.3,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2387",7,"UMBS",411,"D01W",588,"PIST",13.6,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2388",8,"UMBS",411,"D01W",589,"QUR",34.7,"L","OD","06/26/2018",NA,NA,"D","33-38"
"2389",9,"UMBS",411,"D01W",590,"PIST",8.8,"L","UN","06/26/2018",NA,NA,"D","8-13"
"2390",11,"UMBS",411,"D01W",592,"PIST",17.9,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2391",12,"UMBS",411,"D01W",593,"QURU",41.2,"L","OD","06/26/2018","593-594 share base",NA,"D","38-43"
"2392",13,"UMBS",411,"D01W",594,"QURU",39.4,"L","OD","06/26/2018","593-594 share base",NA,"D","38-43"
"2393",14,"UMBS",411,"D01W",595,"PIST",15.6,"L","OS","06/26/2018","reading taken below DBH",NA,"D","13-18"
"2394",15,"UMBS",411,"D01W",596,"PIST",19.2,"L","OS","06/26/2018",NA,NA,"D","18-23"
"2395",16,"UMBS",411,"D01W",597,"QURU",45.7,"L","OD","06/26/2018",NA,NA,"D","43-48"
"2396",17,"UMBS",411,"D01W",598,"QURU",24.8,"L","OD","06/26/2018","598-599 share base",NA,"D","23-28"
"2397",18,"UMBS",411,"D01W",599,"QURU",12.6,"D","OS","06/26/2018","598-599 share base",NA,"D","8-13"
"2398",19,"UMBS",411,"D01W",600,"PIST",11.7,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2399",20,"UMBS",411,"D01W",601,"ACRU",16.7,"L","OS","06/26/2018","601-603 share base",NA,"D","13-18"
"2400",21,"UMBS",411,"D01W",602,"ACRU",16.6,"L","OS","06/26/2018","601-603 share base",NA,"D","13-18"
"2401",22,"UMBS",411,"D01W",603,"ACRU",11.9,"L","OS","06/26/2018","601-603 share base",NA,"D","8-13"
"2402",23,"UMBS",411,"D01W",604,"POGR",29.6,"D","OS","06/26/2018",NA,NA,"D","28-33"
"2403",24,"UMBS",411,"D01W",605,"QURU",17.8,"L","OD","06/26/2018",NA,NA,"D","13-18"
"2404",25,"UMBS",411,"D01W",606,"PIST",11.3,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2405",26,"UMBS",411,"D01W",607,"QURU",14.7,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2406",27,"UMBS",411,"D01W",608,"QURU",9.3,"L","UN","06/26/2018",NA,NA,"D","8-13"
"2407",28,"UMBS",411,"D01W",609,"QURU",40.7,"L","OD","06/26/2018",NA,NA,"D","38-43"
"2408",29,"UMBS",411,"D01W",610,"PIST",15.4,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2409",30,"UMBS",411,"D01W",611,"PIST",10.2,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2410",31,"UMBS",411,"D01W",612,"POGR",20.7,"D","UN","06/26/2018",NA,NA,"D","18-23"
"2411",32,"UMBS",411,"D01W",613,"ACRU",12.4,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2412",33,"UMBS",411,"D01W",614,"QURU",28.9,"L","OD","06/26/2018",NA,NA,"D","28-33"
"2413",34,"UMBS",411,"D01W",615,"QURU",35.5,"L","OD","06/26/2018","615-617 share base",NA,"D","33-38"
"2414",35,"UMBS",410,"D01W",616,"QURU",30.6,"L","OD","06/26/2018","615-617 share base, 616 in new plot 410",NA,"D","28-33"
"2415",36,"UMBS",411,"D01W",617,"QURU",32.1,"L","OD","06/26/2018","615-617 share base",NA,"D","28-33"
"2416",37,"UMBS",411,"D01W",618,"PIST",8.9,"L","UN","06/26/2018",NA,NA,"D","8-13"
"2417",38,"UMBS",411,"D01W",619,"ACRU",8.2,"L","UN","06/26/2018",NA,NA,"D","8-13"
"2418",39,"UMBS",411,"D01W",620,"PIST",14.8,"L","OS","06/26/2018","veg plot",NA,"D","13-18"
"2419",40,"UMBS",411,"D01W",621,"QURU",28.6,"L","OD","06/26/2018","621-622 share base",NA,"D","28-33"
"2420",41,"UMBS",411,"D01W",622,"QURU",35.3,"L","OD","06/26/2018","621-622 share base",NA,"D","33-38"
"2421",42,"UMBS",411,"D01W",623,"QURU",26.4,"L","OD","06/26/2018","623-624 share base",NA,"D","23-28"
"2422",43,"UMBS",411,"D01W",624,"QURU",29.9,"L","OD","06/26/2018","623-624 share base",NA,"D","28-33"
"2423",45,"UMBS",411,"D01W",626,"PIST",14.1,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2424",46,"UMBS",410,"D01W",627,"PIST",8.3,"L","UN","06/26/2018","in new plot 410",NA,"D","8-13"
"2425",47,"UMBS",411,"D01W",628,"QURU",22.2,"L","OD","06/26/2018",NA,NA,"D","18-23"
"2426",48,"UMBS",411,"D01W",629,"PIST",8.1,"L","OS","06/26/2018",NA,NA,"D","8-13"
"2427",49,"UMBS",411,"D01W",630,"POGR ?",26.2,"L","OD","06/26/2018","POGR or POTR",NA,"D","23-28"
"2428",50,"UMBS",411,"D01W",631,"QURU",34,"L","OD","06/26/2018",NA,NA,"D","33-38"
"2429",51,"UMBS",411,"D01W",632,"PIST",8,"L","UN","06/26/2018","read as 7.9 and as 8.0",NA,"D","8-13"
"2430",52,"UMBS",411,"D01W",633,"BEPA",35.1,"D","UN","06/26/2018",NA,NA,"D","33-38"
"2431",53,"UMBS",411,"D01W",634,"ACRU",15.7,"L","OS","06/26/2018",NA,NA,"D","13-18"
"2432",54,"UMBS",411,"D01W",635,"QURU",31.9,"L","OD","06/26/2018",NA,NA,"D","28-33"
