"","X1","Site","Subplot","SubplotID","Tag","Species","DBH_cm","Health_status","Canopy_status","Date","Notes","X","group","dbh.class"
"1597",92,"UMBS",312,"C01E",805,"FAGR",8.7,"L","UN","06/26/2018","805-806 share base, NW veg plot",NA,"C","8-13"
"1598",94,"UMBS",312,"C01E",807,"unknown",20.3,"D","UN","06/26/2018","NW veg plot",NA,"C","18-23"
"1599",95,"UMBS",312,"C01E",808,"POGR",31.8,"L","OD","06/26/2018","reading taken above DBH",NA,"C","28-33"
"1600",96,"UMBS",312,"C01E",809,"ACRU",13.4,"L","OS","06/26/2018",NA,NA,"C","13-18"
"1601",97,"UMBS",312,"C01E",810,"QURU",15.2,"L","OS","06/26/2018",NA,NA,"C","13-18"
"1602",98,"UMBS",312,"C01E",811,"ACRU",10.6,"L","OS","06/26/2018",NA,NA,"C","8-13"
"1603",99,"UMBS",312,"C01E",812,"POGR",26.7,"D","OD","06/26/2018",NA,NA,"C","23-28"
"1604",100,"UMBS",312,"C01E",813,"QURU",23.3,"L","OS","06/26/2018","813-814 share base",NA,"C","23-28"
"1605",101,"UMBS",312,"C01E",814,"QURU",21.1,"L","OS","06/26/2018","813-814 share base",NA,"C","18-23"
"1606",102,"UMBS",312,"C01E",815,"ACRU",12,"L","OS","06/26/2018",NA,NA,"C","8-13"
"1607",103,"UMBS",312,"C01E",816,"BEPA",15,"L","OS","06/26/2018","816-817 share base",NA,"C","13-18"
"1608",104,"UMBS",312,"C01E",817,"BEPA",16.6,"L","OS","06/26/2018","816-817 share base",NA,"C","13-18"
"1609",105,"UMBS",312,"C01E",818,"PIST",11.7,"L","UN","06/26/2018",NA,NA,"C","8-13"
"1610",1,"UMBS",311,"C01W",819,"BEPA",10.2,"D","UN","06/27/2018",NA,NA,"C","8-13"
"1611",2,"UMBS",311,"C01W",820,"QURU",22.5,"L","OS","06/27/2018",NA,NA,"C","18-23"
"1612",3,"UMBS",311,"C01W",821,"ACRU",8.5,"L","UN","06/27/2018","Shared base with 822",NA,"C","8-13"
"1613",4,"UMBS",311,"C01W",822,"ACRU",9.4,"L","OS","06/27/2018","Shared base with 821",NA,"C","8-13"
"1614",5,"UMBS",311,"C01W",823,"POGR",20.1,"L","OD","06/27/2018",NA,NA,"C","18-23"
"1615",6,"UMBS",311,"C01W",824,"QURU",33.8,"L","OD","06/27/2018",NA,NA,"C","33-38"
"1616",7,"UMBS",311,"C01W",825,"FAGR",8.7,"L","OS","06/27/2018","Shared base with smaller tree",NA,"C","8-13"
"1617",8,"UMBS",311,"C01W",826,"QURU",9.9,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1618",9,"UMBS",311,"C01W",827,"QURU",8.5,"D","UN","06/27/2018","Shared base with 828",NA,"C","8-13"
"1619",10,"UMBS",311,"C01W",828,"QURU",35.6,"L","OD","06/27/2018","Shred base with 827",NA,"C","33-38"
"1620",11,"UMBS",311,"C01W",829,"ACRU",12.5,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1621",12,"UMBS",311,"C01W",830,"QURU",15.4,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1622",13,"UMBS",311,"C01W",831,"QURU",10.1,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1623",14,"UMBS",311,"C01W",832,"PIRE",16.1,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1624",15,"UMBS",311,"C01W",833,"POGR",24.2,"D","UN","06/27/2018",NA,NA,"C","23-28"
"1625",16,"UMBS",311,"C01W",834,"PIST",9.4,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1626",17,"UMBS",311,"C01W",835,"QURU",24.6,"L","OD","06/27/2018","Shared base with smaller tree",NA,"C","23-28"
"1627",18,"UMBS",311,"C01W",836,"QURU",16.6,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1628",19,"UMBS",311,"C01W",837,"QURU",22.6,"L","OD","06/27/2018","Tree noted as a little outside the plot",NA,"C","18-23"
"1629",20,"UMBS",311,"C01W",838,"POGR",27.8,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1630",21,"UMBS",311,"C01W",839,"QURU",29.4,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1631",22,"UMBS",310,"C01W",840,"POGR",44.1,"L","OD","06/27/2018","In a new plot",NA,"C","43-48"
"1632",23,"UMBS",311,"C01W",841,"BEPA",14.1,"D","UN","06/27/2018",NA,NA,"C","13-18"
"1633",24,"UMBS",311,"C01W",842,"QURU",29.7,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1634",25,"UMBS",311,"C01W",843,"PIST",12.4,"L","UN","06/27/2018",NA,NA,"C","8-13"
"1635",26,"UMBS",311,"C01W",844,"QURU",14.4,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1636",27,"UMBS",311,"C01W",845,"QURU",22.1,"L","OD","06/27/2018",NA,NA,"C","18-23"
"1637",28,"UMBS",311,"C01W",846,"ACRU",18.4,"L","OS","06/27/2018","Shared base with 847",NA,"C","18-23"
"1638",29,"UMBS",311,"C01W",847,"ACRU",12.5,"L","UN","06/27/2018","Shared base with 846",NA,"C","8-13"
"1639",31,"UMBS",311,"C01W",849,"BEPA",17.2,"D","UN","06/27/2018",NA,NA,"C","13-18"
"1640",32,"UMBS",311,"C01W",850,"ACRU",13.2,"L","OS","06/27/2018","Shared base with 851",NA,"C","13-18"
"1641",33,"UMBS",311,"C01W",851,"ACRU",8.6,"L","OS","06/27/2018","Shared base with 850",NA,"C","8-13"
"1642",34,"UMBS",311,"C01W",852,"QURU",17.5,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1643",35,"UMBS",311,"C01W",853,"QURU",21.1,"L","OD","06/27/2018","Shared base with 865",NA,"C","18-23"
"1644",36,"UMBS",311,"C01W",854,"QURU",26,"L","OD","06/27/2018","Shared base with 855",NA,"C","23-28"
"1645",37,"UMBS",311,"C01W",855,"QURU",12.3,"D","OS","06/27/2018","Shared base with 854",NA,"C","8-13"
"1646",38,"UMBS",311,"C01W",856,"QURU",20,"L","OD","06/27/2018",NA,NA,"C","18-23"
"1647",39,"UMBS",311,"C01W",857,"ACRU",14.4,"L","OS","06/27/2018","Shared base with smaller, dead tree",NA,"C","13-18"
"1648",40,"UMBS",311,"C01W",858,"QURU",27.9,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1649",41,"UMBS",311,"C01W",859,"QURU",24.2,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1650",42,"UMBS",311,"C01W",860,"ACRU",9.2,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1651",43,"UMBS",311,"C01W",861,"QURU",19.7,"L","OS","06/27/2018",NA,NA,"C","18-23"
"1652",44,"UMBS",311,"C01W",862,"POGR",19.6,"L","OS","06/27/2018",NA,NA,"C","18-23"
"1653",45,"UMBS",311,"C01W",863,"ACRU",14,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1654",46,"UMBS",311,"C01W",864,"POGR",22.1,"L","OD","06/27/2018",NA,NA,"C","18-23"
"1655",47,"UMBS",311,"C01W",865,"QURU",34.6,"L","OD","06/27/2018","Shared base with 853",NA,"C","33-38"
"1656",48,"UMBS",311,"C01W",866,"POGR",26.2,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1657",49,"UMBS",311,"C01W",867,"POGR",27.5,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1658",50,"UMBS",311,"C01W",868,"QURU",38.8,"L","OD","06/27/2018",NA,NA,"C","38-43"
"1659",51,"UMBS",311,"C01W",869,"FAGR",9.4,"L","UN","06/27/2018","Taken just above DBH",NA,"C","8-13"
"1660",52,"UMBS",311,"C01W",870,"POGR",31.5,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1661",53,"UMBS",311,"C01W",871,"QURU",30.2,"L","OD","06/27/2018","Shared base with 872",NA,"C","28-33"
"1662",54,"UMBS",311,"C01W",872,"QURU",26.9,"L","OD","06/27/2018","Shared base with 871",NA,"C","23-28"
"1663",55,"UMBS",311,"C01W",873,"PIST",8.8,"L","UN","06/27/2018",NA,NA,"C","8-13"
"1664",56,"UMBS",311,"C01W",874,"QURU",45.3,"L","OD","06/27/2018",NA,NA,"C","43-48"
"1665",59,"UMBS",311,"C01W",877,"QURU",20.8,"M","UN","06/27/2018",NA,NA,"C","18-23"
"1666",60,"UMBS",311,"C01W",878,"POGR",34.2,"L","OD","06/27/2018",NA,NA,"C","33-38"
"1667",61,"UMBS",311,"C01W",879,"ACRU",10.7,"L","UN","06/27/2018","Shared base with smaller trees",NA,"C","8-13"
"1668",62,"UMBS",311,"C01W",880,"ACRU",15.7,"L","OS","06/27/2018","Shared base with smaller trees",NA,"C","13-18"
"1669",63,"UMBS",311,"C01W",881,"POGR",38.7,"L","OD","06/27/2018",NA,NA,"C","38-43"
"1670",64,"UMBS",311,"C01W",882,"QURU",12.6,"L","OS","06/27/2018",NA,NA,"C","8-13"
"1671",65,"UMBS",311,"C01W",883,"FAGR",9.8,"L","UN","06/27/2018","Split trunk, smaller branch",NA,"C","8-13"
"1672",66,"UMBS",311,"C01W",884,"POGR",25.3,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1673",67,"UMBS",311,"C01W",885,"QURU",26.2,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1674",68,"UMBS",311,"C01W",886,"QURU",19.7,"L","OS","06/27/2018",NA,NA,"C","18-23"
"1675",69,"UMBS",311,"C01W",887,"QURU",18.8,"L","OD","06/27/2018",NA,NA,"C","18-23"
"1676",70,"UMBS",311,"C01W",888,"QURU",17.9,"L","OD","06/27/2018","In NE veg plot",NA,"C","13-18"
"1677",71,"UMBS",311,"C01W",889,"BEPA",15,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1678",72,"UMBS",311,"C01W",890,"BEPA",12.6,"D","OS","06/27/2018",NA,NA,"C","8-13"
"1679",73,"UMBS",311,"C01W",891,"ACRU",8.6,"L","OS","06/27/2018","Shared base with 892",NA,"C","8-13"
"1680",74,"UMBS",311,"C01W",892,"ACRU",15.2,"L","OS","06/27/2018","Shared base with 891",NA,"C","13-18"
"1681",75,"UMBS",311,"C01W",893,"PIST",8.4,"L","UN","06/27/2018",NA,NA,"C","8-13"
"1682",1,"UMBS",322,"C02E",1025,"QURU",21.5,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1683",2,"UMBS",322,"C02E",1026,"ACRU",13.1,"L","OS","06/28/2018","Shared base with 1027 and 1028",NA,"C","13-18"
"1684",3,"UMBS",322,"C02E",1027,"ACRU",11.7,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1685",4,"UMBS",322,"C02E",1028,"ACRU",11.1,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1686",5,"UMBS",322,"C02E",1029,"POGR",24.3,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1687",6,"UMBS",322,"C02E",1030,"POGR",29.6,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1688",7,"UMBS",322,"C02E",1031,"POGR",24.7,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1689",8,"UMBS",322,"C02E",1032,"ACRU",9.5,"L","OS","06/28/2018","Shared base with 1033",NA,"C","8-13"
"1690",9,"UMBS",322,"C02E",1033,"ACRU",8.3,"D","OS","06/28/2018","Shared base with 1032",NA,"C","8-13"
"1691",10,"UMBS",322,"C02E",1034,"QURU",14.5,"L","OS","06/28/2018",NA,NA,"C","13-18"
"1692",11,"UMBS",322,"C02E",1035,"POGR",33.8,"L","OD","06/28/2018","DBH has weird bowl scarring that make it wider than it should be a",NA,"C","33-38"
"1693",12,"UMBS",322,"C02E",1036,"QURU",19.7,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1694",13,"UMBS",322,"C02E",1037,"QURU",23.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1695",14,"UMBS",322,"C02E",1038,"FAGR",11.3,"L","UN","06/28/2018","Shared base with 1039",NA,"C","8-13"
"1696",15,"UMBS",322,"C02E",1039,"FAGR",8.9,"L","UN","06/28/2018","Shared base with 1038",NA,"C","8-13"
"1697",16,"UMBS",322,"C02E",1040,"ACRU",11.2,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1698",17,"UMBS",322,"C02E",1041,"POGR",32.1,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1699",18,"UMBS",322,"C02E",1042,"POGR",26.1,"L","OD","06/28/2018","Shared base with 1043",NA,"C","23-28"
"1700",19,"UMBS",322,"C02E",1043,"POGR",27.5,"L","OD","06/28/2018","Shared base with 1042",NA,"C","23-28"
"1701",20,"UMBS",322,"C02E",1044,"POGR",24.5,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1702",21,"UMBS",322,"C02E",1045,"FAGR",9.8,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1703",22,"UMBS",322,"C02E",1046,"POGR",27,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1704",23,"UMBS",322,"C02E",1047,"ACPE",8.1,"L","UN","06/28/2018","Shared base with smaller trees",NA,"C","8-13"
"1705",24,"UMBS",322,"C02E",1048,"PIST",10.5,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1706",25,"UMBS",322,"C02E",1049,"POGR",27.8,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1707",26,"UMBS",322,"C02E",1050,"QURU",9.1,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1708",27,"UMBS",322,"C02E",1051,"POGR",30.2,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1709",28,"UMBS",322,"C02E",1052,"POGR",31,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1710",29,"UMBS",322,"C02E",1053,"POGR",19,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1711",30,"UMBS",322,"C02E",1054,"QURU",12.1,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1712",31,"UMBS",322,"C02E",1055,"ACRU",8.3,"L","UN","06/28/2018","Shared base with 1056",NA,"C","8-13"
"1713",32,"UMBS",322,"C02E",1056,"ACRU",9.4,"L","UN","06/28/2018","Shared base with 1055",NA,"C","8-13"
"1714",33,"UMBS",322,"C02E",1057,"POGR",20.2,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1715",34,"UMBS",322,"C02E",1058,"POGR",26,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1716",35,"UMBS",322,"C02E",1059,"POGR",20.9,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1717",36,"UMBS",322,"C02E",1060,"?",9.8,"D","UN","06/28/2018",NA,NA,"C","8-13"
"1718",37,"UMBS",322,"C02E",1061,"ACRU",9.1,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1719",38,"UMBS",322,"C02E",1062,"POGR",22,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1720",39,"UMBS",322,"C02E",1063,"POGR",29.4,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1721",40,"UMBS",322,"C02E",1064,"QURU",12,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1722",41,"UMBS",322,"C02E",1065,"POGR",18.3,"D","OS","06/28/2018",NA,NA,"C","18-23"
"1723",42,"UMBS",322,"C02E",1066,"PIRE",37.9,"L","OD","06/28/2018",NA,NA,"C","33-38"
"1724",43,"UMBS",322,"C02E",1067,"ACRU",9.5,"L","OS","06/28/2018","Shared base with 1068",NA,"C","8-13"
"1725",44,"UMBS",322,"C02E",1068,"ACRU",8.4,"L","OS","06/28/2018","Shared base with 1067",NA,"C","8-13"
"1726",45,"UMBS",322,"C02E",1069,"POGR",30,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1727",46,"UMBS",322,"C02E",1070,"ACRU",11.5,"L","OS","06/28/2018","Shared base with 1072 & 1073",NA,"C","8-13"
"1728",47,"UMBS",322,"C02E",1071,"POGR",19.2,"D","UN","06/28/2018",NA,NA,"C","18-23"
"1729",48,"UMBS",322,"C02E",1072,"ACRU",8.9,"L","OS","06/28/2018","Shared base with 1070 & 1073",NA,"C","8-13"
"1730",49,"UMBS",322,"C02E",1073,"ACRU",13.8,"L","OS","06/28/2018","Shared base with 1070 & 1072",NA,"C","13-18"
"1731",50,"UMBS",322,"C02E",1074,"POGR",21.7,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1732",51,"UMBS",322,"C02E",1075,"POGR",22,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1733",52,"UMBS",322,"C02E",1076,"ACRU",12.5,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1734",53,"UMBS",322,"C02E",1077,"POGR",20.5,"L","OD","06/28/2018","Shared base with 1078",NA,"C","18-23"
"1735",54,"UMBS",322,"C02E",1078,"POGR",12.3,"D","UN","06/28/2018","Shared base with 1077",NA,"C","8-13"
"1736",55,"UMBS",322,"C02E",1079,"ACRU",11.5,"D","OS","06/28/2018","Shared base with smaller tree",NA,"C","8-13"
"1737",56,"UMBS",322,"C02E",1080,"FAGR",12.7,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1738",57,"UMBS",322,"C02E",1081,"ACRU",11,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1739",58,"UMBS",322,"C02E",1082,"FAGR",11.2,"L","UN","06/28/2018","Taken just under DBH",NA,"C","8-13"
"1740",59,"UMBS",322,"C02E",1083,"POGR",28.2,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1741",60,"UMBS",322,"C02E",1084,"POGR",22.1,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1742",61,"UMBS",322,"C02E",1085,"POGR",23.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1743",62,"UMBS",322,"C02E",1086,"POGR",24.6,"D","UN","06/28/2018","Bowl is kind of incomplete",NA,"C","23-28"
"1744",63,"UMBS",322,"C02E",1087,"POGR",35,"L","OD","06/28/2018",NA,NA,"C","33-38"
"1745",64,"UMBS",322,"C02E",1088,"QURU",33.6,"L","OD","06/28/2018",NA,NA,"C","33-38"
"1746",65,"UMBS",322,"C02E",1089,"ACRU",12.1,"L","OS","06/28/2018","Taken 2in above DBH",NA,"C","8-13"
"1747",66,"UMBS",322,"C02E",1090,"POGR",22.7,"L","OD","06/28/2018",NA,NA,"C","18-23"
"1748",67,"UMBS",322,"C02E",1091,"QURU",18.2,"L","OS","06/28/2018",NA,NA,"C","18-23"
"1749",68,"UMBS",322,"C02E",1092,"POGR",26.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1750",69,"UMBS",322,"C02E",1093,"QURU",28.9,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1751",70,"UMBS",322,"C02E",1094,"POGR",26.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1752",71,"UMBS",322,"C02E",1095,"POGR",30.6,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1753",72,"UMBS",322,"C02E",1096,"POGR",27.8,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1754",73,"UMBS",322,"C02E",1097,"POGR",27.4,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1755",74,"UMBS",322,"C02E",1098,"POGR",30.7,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1756",75,"UMBS",322,"C02E",1099,"ACRU",21.3,"L","OS","06/28/2018",NA,NA,"C","18-23"
"1757",76,"UMBS",322,"C02E",1100,"POGR",24.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1758",79,"UMBS",322,"C02E",1103,"POGR",30.8,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1759",80,"UMBS",322,"C02E",1104,"POGR",34.2,"L","OD","06/28/2018",NA,NA,"C","33-38"
"1760",81,"UMBS",322,"C02E",1105,"QURU",22,"L","OS","06/28/2018","Shared base with 1106",NA,"C","18-23"
"1761",82,"UMBS",322,"C02E",1106,"QURU",19.6,"L","OS","06/28/2018","Shared base with 1105",NA,"C","18-23"
"1762",83,"UMBS",322,"C02E",1107,"POGR",27.3,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1763",84,"UMBS",322,"C02E",1108,"QURU",12.9,"D","UN","06/28/2018","Taken an inch above DBH",NA,"C","8-13"
"1764",85,"UMBS",322,"C02E",1109,"POGR",15.4,"D","UN","06/28/2018",NA,NA,"C","13-18"
"1765",86,"UMBS",322,"C02E",1110,"QURU",14.2,"D","UN","06/28/2018",NA,NA,"C","13-18"
"1766",87,"UMBS",322,"C02E",1111,"ACRU",14,"L","OS","06/28/2018","Labeled as outside of plot",NA,"C","13-18"
"1767",88,"UMBS",322,"C02E",1112,"?",9.8,"D","UN","06/28/2018",NA,NA,"C","8-13"
"1768",89,"UMBS",322,"C02E",1113,"FAGR",8.4,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1769",90,"UMBS",322,"C02E",1114,"QURU",12.8,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1770",91,"UMBS",322,"C02E",1115,"ACRU",8.9,"L","OS","06/28/2018","Shared base with smaller tree",NA,"C","8-13"
"1771",92,"UMBS",322,"C02E",1116,"QURU",14.8,"L","OS","06/28/2018",NA,NA,"C","13-18"
"1772",93,"UMBS",322,"C02E",1117,"POGR",31.9,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1773",94,"UMBS",322,"C02E",1118,"QURU",21.4,"L","OS","06/28/2018",NA,NA,"C","18-23"
"1774",96,"UMBS",322,"C02E",1120,"ACRU",8.6,"L","OS","06/28/2018","In a cluster with 1119 & 1121",NA,"C","8-13"
"1775",97,"UMBS",322,"C02E",1121,"ACRU",9.2,"L","OS","06/28/2018","In a cluster with 1119 & 1120",NA,"C","8-13"
"1776",98,"UMBS",322,"C02E",1122,"QURU",13.9,"L","OS","06/28/2018",NA,NA,"C","13-18"
"1777",99,"UMBS",322,"C02E",1123,"POGR",17.4,"D","UN","06/28/2018",NA,NA,"C","13-18"
"1778",100,"UMBS",322,"C02E",1124,"POGR",28.2,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1779",101,"UMBS",322,"C02E",1125,"POGR",10.6,"D","UN","06/28/2018",NA,NA,"C","8-13"
"1780",102,"UMBS",322,"C02E",1126,"POGR",24.8,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1781",103,"UMBS",322,"C02E",1127,"ACRU",10,"D","UN","06/28/2018",NA,NA,"C","8-13"
"1782",104,"UMBS",322,"C02E",1128,"POGR",16.6,"D","UN","06/28/2018",NA,NA,"C","13-18"
"1783",105,"UMBS",322,"C02E",1129,"POGR",25,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1784",106,"UMBS",322,"C02E",1130,"POGR",15,"D","UN","06/28/2018",NA,NA,"C","13-18"
"1785",107,"UMBS",322,"C02E",1131,"POGR",26.1,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1786",108,"UMBS",322,"C02E",1132,"?",9.5,"D","UN","06/28/2018",NA,NA,"C","8-13"
"1787",109,"UMBS",322,"C02E",1133,"POGR",18.7,"D","UN","06/28/2018","Taken a little above DBH",NA,"C","18-23"
"1788",110,"UMBS",322,"C02E",1134,"ACRU",10.5,"L","OS","06/28/2018","Shared base with smaller trees",NA,"C","8-13"
"1789",111,"UMBS",322,"C02E",1135,"POGR",28,"L","OD","06/28/2018",NA,NA,"C","28-33"
"1790",112,"UMBS",322,"C02E",1136,"ACRU",16.8,"L","OS","06/28/2018","Shared base with smaller tree",NA,"C","13-18"
"1791",113,"UMBS",322,"C02E",1137,"POGR",25.3,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1792",114,"UMBS",322,"C02E",1138,"QURU",20.4,"L","OS","06/28/2018",NA,NA,"C","18-23"
"1793",115,"UMBS",322,"C02E",1139,"POGR",27.8,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1794",116,"UMBS",322,"C02E",1140,"POGR",26.9,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1795",117,"UMBS",322,"C02E",1141,"POGR",36.6,"L","OD","06/28/2018",NA,NA,"C","33-38"
"1796",118,"UMBS",322,"C02E",1142,"ACRU",9.5,"M","OS","06/28/2018","Shared base with smaller tree",NA,"C","8-13"
"1797",119,"UMBS",322,"C02E",1143,"FAGR",8.6,"L","UN","06/28/2018",NA,NA,"C","8-13"
"1798",120,"UMBS",322,"C02E",1144,"QURU",8.6,"L","OS","06/28/2018",NA,NA,"C","8-13"
"1799",121,"UMBS",322,"C02E",1145,"POGR",22.2,"D","OS","06/28/2018",NA,NA,"C","18-23"
"1800",122,"UMBS",322,"C02E",1146,"POGR",23,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1801",123,"UMBS",322,"C02E",1147,"POGR",25.2,"L","OD","06/28/2018",NA,NA,"C","23-28"
"1802",1,"UMBS",321,"C02W",894,"POGR",33.6,"L","OD","06/27/2018",NA,NA,"C","33-38"
"1803",2,"UMBS",321,"C02W",895,"POGR",32.1,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1804",3,"UMBS",321,"C02W",896,"POGR",31.5,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1805",4,"UMBS",321,"C02W",897,"ACRU",11.5,"L","OS","06/27/2018","shared base with 898",NA,"C","8-13"
"1806",5,"UMBS",321,"C02W",898,"ACRU",12.6,"L","OS","06/27/2018","Shared bse with 897",NA,"C","8-13"
"1807",6,"UMBS",321,"C02W",899,"POGR",33.7,"L","OD","06/27/2018",NA,NA,"C","33-38"
"1808",7,"UMBS",321,"C02W",900,"POGR",33.4,"L","OD","06/27/2018",NA,NA,"C","33-38"
"1809",9,"UMBS",321,"C02W",902,"POGR",26.8,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1810",10,"UMBS",321,"C02W",903,"POGR",24.8,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1811",11,"UMBS",321,"C02W",904,"POGR",30.9,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1812",12,"UMBS",321,"C02W",905,"POGR",29.6,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1813",13,"UMBS",321,"C02W",906,"POGR",28.5,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1814",14,"UMBS",321,"C02W",907,"POGR",23.1,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1815",15,"UMBS",320,"C02W",908,"ACRU",13.4,"L","OS","06/27/2018","In a separate plot",NA,"C","13-18"
"1816",16,"UMBS",321,"C02W",909,"POGR",17.6,"D","UN","06/27/2018","18.2 m outside of plot",NA,"C","13-18"
"1817",17,"UMBS",321,"C02W",910,"POGR",24.8,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1818",18,"UMBS",321,"C02W",911,"ACRU",20.5,"L","OS","06/27/2018","Shared base with 912",NA,"C","18-23"
"1819",19,"UMBS",321,"C02W",912,"ACRU",10.2,"L","OS","06/27/2018","Shared base with 911",NA,"C","8-13"
"1820",20,"UMBS",321,"C02W",913,"FAGR",13.4,"L","UN","06/27/2018",NA,NA,"C","13-18"
"1821",21,"UMBS",321,"C02W",914,"POGR",26.3,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1822",22,"UMBS",321,"C02W",915,"POGR",30.7,"L","OD","06/27/2018",NA,NA,"C","28-33"
"1823",23,"UMBS",321,"C02W",916,"POGR",24.2,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1824",24,"UMBS",321,"C02W",917,"ACRU",13.4,"L","OS","06/27/2018",NA,NA,"C","13-18"
"1825",25,"UMBS",321,"C02W",918,"POGR",18.7,"D","UN","06/27/2018",NA,NA,"C","18-23"
"1826",26,"UMBS",321,"C02W",919,"POGR",26.8,"L","OD","06/27/2018",NA,NA,"C","23-28"
"1827",27,"UMBS",321,"C02W",920,"ACRU",19.5,"L","OS","06/27/2018","Shared base with 921",NA,"C","18-23"
"1828",28,"UMBS",321,"C02W",921,"ACRU",8.9,"L","UN","06/27/2018","Shared base with 920",NA,"C","8-13"
"1829",29,"UMBS",321,"C02W",922,"POGR",31.8,"L","OD","06/27/2018",NA,NA,"C","28-33"
