"","Species","Subplot","Tag","Site","dbh","Health_status","Canopy_status","Date","Notes","SubplotID","group","plotID","Latitude","Longitude","component","a","b","se","source","ref","leaf.mass","genus","sla","leaf.area"
"109","ACRU",111,"2902","UMBS",19.3,"L","OS","07/13/2018","2901-2902 share base","A01W","A","A01",45.5635777,-84.7287143,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.56014009055904,"Acer",19,67.6426617206217
"110","ACRU",241,"92242","UMBS",8.6,"L","OS","07/06/2018","2240-2243 share base","B04W","B","B04",45.5562659,-84.7247143,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.02526574324182,"Acer",19,19.4800491215946
"111","ACRU",231,"1971","UMBS",8.4,"D","UN","07/05/2018","","B03W","B","B03",45.5563595,-84.7257948,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.988778312842163,"Acer",19,18.7867879440011
"112","ACRU",322,"1055","UMBS",8.3,"L","UN","06/28/2018","Shared base with 1056","C02E","C","C02",45.5631659,-84.7062869,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.970709084559313,"Acer",19,18.443472606627
"113","ACRU",212,"1735","UMBS",9,"D","UN","07/04/2018","1735-1739 share base","B01E","B","B01",45.5567897,-84.7267075,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.09961915460115,"Acer",19,20.8927639374219
"114","ACRU",221,"1856","UMBS",35,"L","OS","07/05/2018","","B02W","B","B02",45.5559497,-84.7271758,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",8.9037635875861,"Acer",19,169.171508164136
"115","ACRU",221,"1858","UMBS",12.7,"L","OS","07/05/2018","","B02W","B","B02",45.555942,-84.7272072,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.86881607913329,"Acer",19,35.5075055035325
"116","ACRU",242,"2250","UMBS",27,"L","OS","07/06/2018","2249 - 2251 share base","B04E","B","B04",45.5562788,-84.7240666,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.97047698569531,"Acer",19,113.439062728211
"117","ACRU",222,"1889","UMBS",16.6,"L","OS","07/05/2018","1887-1890 share base","B02E","B","B02",45.5557244,-84.7264624,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.8227686625248,"Acer",19,53.6326045879712
"118","ACRU",222,"1890","UMBS",15,"L","OS","07/05/2018","1887-1890 share base","B02E","B","B02",45.5557203,-84.7264641,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.41484561461407,"Acer",19,45.8820666776673
"119","ACRU",111,"2981","UMBS",18.3,"L","OS","07/13/2018","2981-2984 share base","A01W","A","A01",45.5637853,-84.7289373,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.2800730052043,"Acer",19,62.3213870988816
"120","ACRU",241,"2210","UMBS",18,"L","OS","07/06/2018","2210-2211 share base","B04W","B","B04",45.5561306,-84.7248233,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.19763206061813,"Acer",19,60.7550091517446
"121","ACRU",241,"2211","UMBS",32.3,"L","OS","07/06/2018","2210-2211 share base","B04W","B","B04",45.5561784,-84.7248618,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",7.86829648514558,"Acer",19,149.497633217766
"122","ACRU",222,"1952","UMBS",13.9,"L","OS","07/05/2018","1952-1953 share base","B02E","B","B02",45.555948,-84.7266784,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.14759124191562,"Acer",19,40.8042335963968
"123","ACRU",231,"1970","UMBS",19.5,"L","OS","07/05/2018","1970 + 1991 share base","B03W","B","B03",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.61711347312843,"Acer",19,68.7251559894402
"124","ACRU",222,"1866","UMBS",11.5,"L","OS","07/05/2018","1866-1869 share base","B02E","B","B02",45.5559438,-84.726495,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.60392296604766,"Acer",19,30.4745363549056
"125","ACRU",422,"270","UMBS",14.7,"L","OS","6/22/2018","TAKEN UNDER DBH LINE","D02W","D","D02",45.5620483,-84.7055606,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.34087124757458,"Acer",19,44.476553703917
"126","ACRU",211,"1624","UMBS",34.7,"L","OS","07/03/2018","1622-1624 share plot","B01W","B","B01",45.5565468,-84.7271986,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",8.78650626409316,"Acer",19,166.94361901777
"127","ACRU",222,"1869","UMBS",23.1,"D","OS","07/05/2018","1866-1869 share base","B02E","B","B02",45.5559378,-84.726503,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.69538578521965,"Acer",19,89.2123299191733
"128","ACRU",321,"962","UMBS",12,"L","OS","06/27/2018","Shared base with 963","C02W","C","C02",45.5630461,-84.7070347,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.71256849655241,"Acer",19,32.5388014344958
"129","ACRU",220,"1775","UMBS",27.8,"L","OS","07/05/2018","1774-1775 share base, 1775 in new plot 220","B02W","B","B02",45.5557051,-84.7269732,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.24507728836621,"Acer",19,118.656468478958
"130","ACRU",212,"1739","UMBS",18,"L","OS","07/04/2018","1735-1739 share base","B01E","B","B01",45.5567852,-84.7267036,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.19763206061813,"Acer",19,60.7550091517446
"131","ACRU",212,"1659","UMBS",10,"D","UN","07/04/2018","1659-1660 share base","B01E","B","B01",45.5568045,-84.7264416,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.29332845218794,"Acer",19,24.5732405915709
"132","ACRU",242,"2318","UMBS",9,"L","OS","07/06/2018","","B04E","B","B04",45.5562155,-84.7242343,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.09961915460115,"Acer",19,20.8927639374219
"133","ACRU",111,"2913","UMBS",22.5,"L","OS","07/13/2018","","A01W","A","A01",45.5635222,-84.7288397,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.50889279715111,"Acer",19,85.668963145871
"134","ACRU",231,"1981","UMBS",10,"L","OS","07/05/2018","","B03W","B","B03",45.5563149,-84.7257569,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.29332845218794,"Acer",19,24.5732405915709
"135","ACRU",209,"1574","UMBS",19.4,"L","OD","07/03/2018","1570-1574 share base, 1574 in new plot 209","B01W","B","B01",45.5568093,-84.7269633,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.58858713531515,"Acer",19,68.1831555709879
"136","ACRU",222,"1924","UMBS",11.4,"L","OS","07/05/2018","","B02E","B","B02",45.5559051,-84.7267961,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.58249484097633,"Acer",19,30.0674019785502
"137","ACRU",231,"2040","UMBS",10.5,"L","OS","07/05/2018","","B03W","B","B03",45.5562898,-84.7260625,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.39424903435932,"Acer",19,26.4907316528272
"138","ACRU",211,"1634","UMBS",40.5,"L","OD","07/03/2018","","B01W","B","B01",45.5566663,-84.7271743,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",11.1478102423787,"Acer",19,211.808394605195
"139","ACRU",321,"974","UMBS",12.4,"L","OS","06/27/2018","Shared base with 973","C02W","C","C02",45.5630994,-84.7069969,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.80126755715205,"Acer",19,34.2240835858889
"140","ACRU",231,"2000","UMBS",11.3,"L","OS","07/05/2018","2000-2002 share base","B03W","B","B03",45.556244,-84.7259167,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.56116797847633,"Acer",19,29.6621915910503
"141","ACRU",231,"2001","UMBS",9.2,"D","OS","07/05/2018","2000-2002 share base, 2001 reading taken above DBH","B03W","B","B03",45.556246,-84.7259173,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.13747559095579,"Acer",19,21.61203622816
"142","ACRU",242,"2341","UMBS",21.5,"L","OS","07/06/2018","2339 - 2341 share base","B04E","B","B04",45.5563483,-84.7241551,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.20401309446596,"Acer",19,79.8762487948533
"143","ACRU",212,"1725","UMBS",9.8,"L","OS","07/04/2018","1722-1725 share base","B01E","B","B01",45.5567463,-84.7267133,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.25370970677177,"Acer",19,23.8204844286636
"144","ACRU",212,"1726","UMBS",22,"L","OS","07/04/2018","1726-1727 share base","B01E","B","B01",45.5567555,-84.7267197,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.35551747239608,"Acer",19,82.7548319755255
"145","ACRU",233,"2092","UMBS",18.5,"D","OS","7/6/2018","2091 2092 and 2145 share base, ","B03E","B","B03",45.55624,-84.7252387,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.33544123537843,"Acer",19,63.3733834721902
"146","ACRU",231,"1967","UMBS",10.7,"D","UN","07/05/2018","","B03W","B","B03",45.5562986,-84.7258858,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.43535672838668,"Acer",19,27.2717778393469
"147","ACRU",212,"1718","UMBS",12.7,"L","OS","07/04/2018","","B01E","B","B01",45.5567061,-84.7266727,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.86881607913329,"Acer",19,35.5075055035325
"148","ACRU",231,"2011","UMBS",11.3,"L","OS","07/05/2018","2011-2012 share base","B03W","B","B03",45.5561638,-84.7258477,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.56116797847633,"Acer",19,29.6621915910503
"149","ACRU",311,"846","UMBS",18.4,"L","OS","06/27/2018","Shared base with 847","C01W","C","C01",45.5624523,-84.7080579,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.30771649674479,"Acer",19,62.8466134381509
"150","ACRU",231,"2012","UMBS",13.6,"L","OS","07/05/2018","2011-2012 share base","B03W","B","B03",45.5561652,-84.7258488,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.0766282162083,"Acer",19,39.4559361079578
"151","ACRU",211,"1650","UMBS",8,"D","UN","07/03/2018","","B01W","B","B01",45.5566902,-84.7271528,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661
"152","ACRU",233,"2100","UMBS",26.6,"L","OD","7/6/2018","2100 - 2104 share base","B03E","B","B03",45.5562304,-84.7253544,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.83480776466934,"Acer",19,110.861347528717
"153","ACRU",420,"345","UMBS",10.8,"L","OS","","Veg plot SW","D02E","D","D02",NA,NA,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.45606718787461,"Acer",19,27.6652765696176
"154","ACRU",321,"989","UMBS",14.3,"L","OS","06/27/2018","","C02W","C","C02",45.5631128,-84.7069392,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.24350132057645,"Acer",19,42.6265250909525
"155","ACRU",222,"1903","UMBS",37.8,"L","OD","07/05/2018","1902-1903 share base","B02E","B","B02",45.5557183,-84.7266637,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",10.0241187662304,"Acer",19,190.458256558377
"156","ACRU",132,"2525","UMBS",19.4,"L","OS","07/11/2018","","A03E","A","A03",45.5629207,-84.7269763,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.58858713531515,"Acer",19,68.1831555709879
"157","ACRU",242,"2264","UMBS",27.1,"L","OD","07/06/2018","In a cluster with 2264 - 2269","B04E","B","B04",45.556327,-84.7239231,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.00456485191008,"Acer",19,114.086732186292
"158","ACRU",234,"2103","UMBS",25.9,"L","OD","7/6/2018","2100 - 2104 share base, in a new plot, taken above DBH","B03E","B","B03",45.5562912,-84.7253236,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.60003148179322,"Acer",19,106.400598154071
"159","ACRU",234,"2145","UMBS",25.3,"L","OD","7/6/2018","2091 2092 and 2145 share base, in a new plot","B03E","B","B03",45.5563197,-84.725207,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.40150067152684,"Acer",19,102.62851275901
"160","ACRU",211,"1646","UMBS",16.7,"L","OD","07/03/2018","1645-1646 share base","B01W","B","B01",45.5567058,-84.7271863,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.84899834775949,"Acer",19,54.1309686074304
"161","ACRU",212,"1660","UMBS",13.2,"L","OS","07/04/2018","1659-1660 share base","B01E","B","B01",45.5568034,-84.7264419,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.98331951817638,"Acer",19,37.6830708453512
"162","ACRU",231,"2025","UMBS",14.1,"L","OS","07/05/2018","","B03W","B","B03",45.5562378,-84.7259319,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.19536262005056,"Acer",19,41.7118897809606
"163","ACRU",222,"1953","UMBS",17.8,"L","OS","07/05/2018","1952-1953 share base","B02E","B","B02",45.5559388,-84.7266949,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.14308144904392,"Acer",19,59.7185475318345
"164","ACRU",212,"1665","UMBS",27.4,"L","OD","07/04/2018","1665-1668 share base","B01E","B","B01",45.5566962,-84.7264939,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.107235942722,"Acer",19,116.037482911718
"165","ACRU",241,"2231","UMBS",13.6,"L","OS","07/06/2018","","B04W","B","B04",45.5562652,-84.7247322,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.0766282162083,"Acer",19,39.4559361079578
"166","ACRU",212,"1667","UMBS",18.2,"L","OD","07/04/2018","1665-1668 share base","B01E","B","B01",45.5567094,-84.7265034,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.25251096468563,"Acer",19,61.7977083290269
"167","ACRU",341,"1363","UMBS",8,"L","OS","06/29/2018","","C04W","C","C04",45.5638467,-84.7037113,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.917207108192686,"Acer",19,17.426935055661
"168","ACRU",331,"1246","UMBS",8.3,"L","OS","06/28/2018","Shared base with 1247 & 1248","C03W","C","C03",45.5630991,-84.7058378,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.970709084559313,"Acer",19,18.443472606627
"169","ACRU",312,"815","UMBS",12,"L","OS","06/26/2018","","C01E","C","C01",45.5626351,-84.7075174,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.71256849655241,"Acer",19,32.5388014344958
"170","ACRU",132,"2536","UMBS",32.6,"L","OD","07/11/2018","","A03E","A","A03",45.5629102,-84.7269296,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",7.98112175002744,"Acer",19,151.641313250521
"171","ACRU",331,"1250","UMBS",14.5,"L","OS","06/28/2018","","C03W","C","C03",45.5630918,-84.7057693,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.29200497119752,"Acer",19,43.5480944527529
"172","ACRU",222,"1918","UMBS",21,"L","OS","07/05/2018","","B02E","B","B02",45.5558329,-84.7268092,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.05439955651768,"Acer",19,77.0335915738358
"173","ACRU",132,"2523","UMBS",22.5,"L","OD","07/11/2018","2522- 2524 share base","A03E","A","A03",45.5629319,-84.7267475,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.50889279715111,"Acer",19,85.668963145871
"174","ACRU",211,"1633","UMBS",49.1,"L","OD","07/03/2018","","B01W","B","B01",45.5566597,-84.7271815,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",14.9959619459992,"Acer",19,284.923276973985
"175","ACRU",221,"1798","UMBS",14.3,"L","OS","07/05/2018","","B02W","B","B02",45.5557127,-84.7272013,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.24350132057645,"Acer",19,42.6265250909525
"176","ACRU",341,"1418","UMBS",9.9,"L","OS","06/29/2018","","C04W","C","C04",45.5635884,-84.7038514,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.2734650533812,"Acer",19,24.1958360142428
"177","ACRU",232,"2082","UMBS",21.3,"L","OS","7/5/2018","2080-2083 share base, 2082 reading taken above DBH","B03E","B","B03",45.5563365,-84.7252051,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.14393964180378,"Acer",19,78.7348531942718
"178","ACRU",412,"652","UMBS",15.3,"L","OS","06/26/2018","","D01E","D","D01",45.5609255,-84.706644,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.48962327388348,"Acer",19,47.3028422037861
"179","ACRU",242,"2295","UMBS",11.1,"L","OS","07/06/2018","2295 - 2297 share base","B04E","B","B04",45.5562264,-84.7240963,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.518819691525,"Acer",19,28.8575741389751
"180","ACRU",322,"1136","UMBS",16.8,"L","OS","06/28/2018","Shared base with smaller tree","C02E","C","C02",45.5631964,-84.706458,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.8753129851897,"Acer",19,54.6309467186042
"181","ACRU",242,"2297","UMBS",19.7,"L","OS","07/06/2018","2295 - 2297 share base","B04E","B","B04",45.5562192,-84.7240954,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.67440328007903,"Acer",19,69.8136623215016
"182","ACRU",242,"2248","UMBS",11.1,"L","OS","07/06/2018","Shares base with smaller tree","B04E","B","B04",45.5562516,-84.7240757,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.518819691525,"Acer",19,28.8575741389751
"183","ACRU",242,"2249","UMBS",19.6,"L","OS","07/06/2018","2249 - 2251 share base","B04E","B","B04",45.5562863,-84.7240692,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.64571891668771,"Acer",19,69.2686594170664
"184","ACRU",231,"2004","UMBS",21.5,"L","OS","07/05/2018","","B03W","B","B03",45.5561607,-84.7258311,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.20401309446596,"Acer",19,79.8762487948533
"185","ACRU",132,"2506","UMBS",30.2,"L","OD","07/11/2018","2504 - 2506 share base","A03E","A","A03",45.5629933,-84.7266508,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",7.09446293309995,"Acer",19,134.794795728899
"186","ACRU",211,"1645","UMBS",19.3,"L","OD","07/03/2018","1645-1646 share base","B01W","B","B01",45.5567037,-84.727198,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.56014009055904,"Acer",19,67.6426617206217
"187","ACRU",231,"2050","UMBS",9.6,"L","UN","07/05/2018","2049-2050 share base","B03W","B","B03",45.5563919,-84.7260404,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.214525200963,"Acer",19,23.075978818297
"188","ACRU",211,"1554","UMBS",14.4,"L","OD","07/03/2018","","B01W","B","B01",45.556745,-84.7270649,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.26770767350101,"Acer",19,43.0864457965191
"189","ACRU",211,"1555","UMBS",14.5,"D","UN","07/03/2018","","B01W","B","B01",45.5567695,-84.7270235,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.29200497119752,"Acer",19,43.5480944527529
"190","ACRU",231,"2052","UMBS",10.9,"D","UN","07/05/2018","2052-2054 share base, 2052 read as outside plot at 18.37","B03W","B","B03",45.5563946,-84.7260642,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.47688146005833,"Acer",19,28.0607477411083
"191","ACRU",211,"1557","UMBS",19.9,"L","OD","07/03/2018","1556-1560 share base","B01W","B","B01",45.5567776,-84.7270005,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.73200802958362,"Acer",19,70.9081525620888
"192","ACRU",312,"794","UMBS",8.9,"L","OS","06/26/2018","","C01E","C","C01",45.5624661,-84.7076876,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"193","ACRU",211,"1561","UMBS",10.3,"L","OS","07/03/2018","1561-1563 share base","B01W","B","B01",45.556772,-84.7269877,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.35356201372611,"Acer",19,25.7176782607961
"194","ACRU",212,"1694","UMBS",15.4,"L","OS","07/04/2018","1692-1694 share base","B01E","B","B01",45.5566273,-84.7265952,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.51472640456724,"Acer",19,47.7798016867775
"195","ACRU",221,"1857","UMBS",27.8,"L","OS","07/05/2018","","B02W","B","B02",45.5559446,-84.7272131,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",6.24507728836621,"Acer",19,118.656468478958
"196","ACRU",231,"1976","UMBS",8.9,"L","OS","07/05/2018","","B03W","B","B03",45.5563374,-84.7257322,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.08085999274479,"Acer",19,20.5363398621511
"197","ACRU",211,"1566","UMBS",13.2,"L","OD","07/03/2018","1564-1566 share base","B01W","B","B01",45.5567297,-84.7269843,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.98331951817638,"Acer",19,37.6830708453512
"198","ACRU",321,"911","UMBS",20.5,"L","OS","06/27/2018","Shared base with 912","C02W","C","C02",45.5631416,-84.7072068,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.90669743901205,"Acer",19,74.2272513412289
"199","ACRU",222,"1948","UMBS",22.4,"L","OS","07/05/2018","","B02E","B","B02",45.5559106,-84.7266227,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",4.47806898921292,"Acer",19,85.0833107950454
"200","ACRU",222,"1947","UMBS",18.6,"L","OS","07/05/2018","1945-1947 share base","B02E","B","B02",45.5558966,-84.7266645,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.36324701878833,"Acer",19,63.9016933569782
"201","ACRU",341,"1398","UMBS",19.3,"L","OS","06/29/2018","","C04W","C","C04",45.5636561,-84.7036767,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.56014009055904,"Acer",19,67.6426617206217
"202","ACRU",242,"2319","UMBS",8.4,"L","OS","07/06/2018","","B04E","B","B04",45.5562283,-84.7242018,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",0.988778312842163,"Acer",19,18.7867879440011
"203","ACRU",211,"1572","UMBS",16.8,"L","OS","07/03/2018","1570-1574 share base, 1572 read as outside plot at 18.16 m","B01W","B","B01",45.5567438,-84.7269259,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.8753129851897,"Acer",19,54.6309467186042
"204","ACRU",231,"2067","UMBS",9.2,"L","OS","07/05/2018","","B03W","B","B03",45.5563242,-84.7259575,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.13747559095579,"Acer",19,21.61203622816
"205","ACRU",242,"2322","UMBS",11.1,"L","OS","07/06/2018","2322 - 2324 share base","B04E","B","B04",45.5562523,-84.724295,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.518819691525,"Acer",19,28.8575741389751
"206","ACRU",111,"2919","UMBS",25.9,"L","OD","07/13/2018","","A01W","A","A01",45.563575,-84.7289072,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",5.60003148179322,"Acer",19,106.400598154071
"207","ACRU",221,"1827","UMBS",16.1,"L","OS","07/05/2018","","B02W","B","B02",45.5557289,-84.7273197,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.69290281866381,"Acer",19,51.1651535546124
